UMAP1,UMAP2,Tissue
0.21308804904783507,5.522171299057849,Brain
-0.04428971951534111,6.08326763322777,Brain
0.4739981188858682,5.6649934732714,Brain
0.023235804248890712,5.415490530719776,Brain
0.9715214978170246,5.4552673908789355,Brain
0.2139426938757003,5.8756446484882945,Brain
1.0656368457164356,5.463690017749923,Brain
0.2469527208105191,5.123871913600377,Brain
0.33361183668820527,5.958553313538227,Brain
-0.5771998282876742,5.681752033769357,Brain
-0.3903632014225522,6.149077927781693,Brain
0.8136353148906106,5.2466441849540315,Brain
0.006710382002452775,5.84481017869249,Brain
1.276575771986928,5.7285578468129765,Brain
-0.5611682494517689,6.535601717675787,Brain
-0.338115831171502,6.3843412649749745,Brain
-0.050554939166823853,6.2057301953475275,Brain
-0.4257563348349107,6.283242990716441,Brain
0.8142300360793682,5.220094090196825,Brain
0.3780192836178853,5.610982872622111,Brain
-0.5700834068015743,5.90251684411085,Brain
0.12111697696355117,5.229840536500531,Brain
0.5200726894965317,6.153917143227921,Brain
-0.7341190837316747,7.0088149276604534,Brain
0.22797866441325532,5.8163545566451615,Brain
1.0247690403580294,5.468214654087463,Brain
0.5998413662434974,5.627047521450221,Brain
1.2375082358931073,5.700328286611938,Brain
0.3322372096108057,4.970975797302756,Brain
0.6044547537371874,6.426304165416631,Brain
-0.046663119687352594,5.758314036378693,Brain
-0.3315823262205164,6.590134753773421,Brain
-0.24004735266330268,6.556056650694657,Brain
0.43674287306254245,5.9067097984471255,Brain
-0.08421829124348612,6.168441930293045,Brain
-0.5498051544643299,6.313902987821929,Brain
0.09676674605677338,5.623145106178664,Brain
0.7092041595509024,5.316167391748334,Brain
0.09516573774101067,6.177922173438598,Brain
0.43831269333898737,6.076756470578592,Brain
-0.7117185937379882,6.976427330900364,Brain
-0.3162848711340138,6.05711625539556,Brain
-0.7240928719049522,6.821102269584327,Brain
0.985866352521751,5.502695597883326,Brain
0.8593970474473367,5.232953855684772,Brain
0.24265373963795245,5.6693618130826575,Brain
-0.2789843592978767,5.978865341220133,Brain
0.08195439259404402,6.23009278696559,Brain
0.49491645517098526,6.06791844398416,Brain
-0.33531663541377155,5.93953475712372,Brain
-0.5716756114186419,6.641631445684411,Brain
-0.551613915510736,5.700551504379391,Brain
-0.49228585290761684,6.135889414398649,Brain
0.9801034304239868,5.710494946199866,Brain
1.3635256569647676,5.774303250749327,Brain
-0.2799272868542233,5.990048533171715,Brain
0.12424435332396744,6.0268035139536655,Brain
-0.7800589855488143,7.120213940183194,Brain
0.0361009373137664,5.512082779231763,Brain
-0.25783383865129395,5.91141546156125,Brain
-0.7312660674370828,6.143642805877971,Brain
-0.2756210061616713,5.447879582388182,Brain
-0.06635330145189267,5.2199362429597205,Brain
-0.006011257686173721,5.146868542857188,Brain
0.6165259748715513,6.446954770104203,Brain
0.18458594855267085,5.409830609873817,Brain
-0.154298954302575,5.506523871699115,Brain
0.025097974832615222,6.401789995857015,Brain
19.137947791867905,4.073392827831378,Liver
19.198643689872974,3.4609046959764993,Liver
19.27234223034711,3.764369584121369,Liver
19.0791693213244,3.643377955822417,Liver
19.289631349993897,3.8385171856937683,Liver
19.550737658848288,3.9202775766243363,Liver
19.425451444018275,4.072592183720974,Liver
20.02916545887483,3.6670062951936284,Liver
19.479346378188627,4.33048625292065,Liver
18.974893592249416,3.698680165413377,Liver
18.9513546329587,3.5293370812896283,Liver
18.86873165297989,2.7187602697622744,Liver
19.114805705430673,3.498277391576892,Liver
18.972955283191745,3.8276804139904366,Liver
19.175981651735047,4.04462825269545,Liver
20.068631958201415,3.701116142162518,Liver
19.17389213055662,4.281767123246828,Liver
18.66760695326671,2.703719551323239,Liver
19.24277945248287,3.040385352093271,Liver
19.413797074925387,4.345093730406104,Liver
18.698199982642794,3.6526171694361214,Liver
18.703972508251475,2.6477897853693433,Liver
19.06941122788652,3.3708628562143055,Liver
19.37657808106376,4.27032967916565,Liver
19.580061380422467,3.900520563143657,Liver
18.87528218982788,3.759961356000792,Liver
19.017646127816814,3.9871418126957554,Liver
19.28277024479234,4.164598417908105,Liver
19.294693475729925,4.4826951759701785,Liver
19.786559399559362,4.530712627655149,Liver
19.705840567838663,4.612910712376512,Liver
18.784496367467035,3.4280367037922015,Liver
19.71300195731726,3.858204482410635,Liver
19.06659658997712,4.007198519111248,Liver
19.87576638663471,4.590941340632892,Liver
19.134778649811842,3.86887405938417,Liver
19.49002566075282,4.453196422986374,Liver
19.938585270629925,4.020597502023124,Liver
18.93026061737662,4.151448555490562,Liver
19.067725430840145,3.690896558200443,Liver
19.621553189919087,3.622023758232269,Liver
19.872695305159652,4.420279163807543,Liver
19.010218239008918,2.9441631551812955,Liver
19.434552324257282,3.7622634063438865,Liver
19.199726056221063,3.028977257017048,Liver
19.517535764664533,3.6113768866970304,Liver
18.84469233040967,3.6857442458456675,Liver
19.88673365129271,4.6535795925944194,Liver
19.854855048397596,3.8746662997538412,Liver
19.885350169190694,4.171388835893422,Liver
19.804478193543897,3.3692955238994036,Liver
19.91212226588388,3.5674768439230737,Liver
19.17994193249224,3.3501885060484553,Liver
19.276706405307895,2.9484513222595936,Liver
18.750009126067372,3.4840070670170946,Liver
19.395209698294494,3.5698341521260795,Liver
20.00741694018659,3.424967580559644,Liver
18.810512937812852,3.854754686698102,Liver
19.74832121199137,3.3515025529418856,Liver
18.966479890488426,3.3701835442246413,Liver
19.46520546349679,4.233540006897775,Liver
19.755612132913193,3.7334561998975637,Liver
19.073151913553325,3.460261607762211,Liver
19.256950369818448,4.297425752512071,Liver
18.89065046491151,3.80261506092407,Liver
19.79346691579192,4.05070102681037,Liver
20.085910142719815,3.914376164052322,Liver
19.251915120522046,3.4543409996457246,Liver
-0.7196622758907545,6.4533159143525465,Liver
19.07134731649417,3.9818001417187388,Liver
18.718536118135038,2.6032602489356282,Liver
19.763021091627337,4.249703402819264,Liver
19.145796815018997,3.118195031808893,Liver
19.123679388704396,3.69203696161267,Liver
19.206636175756703,4.313381666634914,Liver
19.151437095869014,3.067825227198164,Liver
19.255979133430717,3.244829204174006,Liver
19.958388563770345,3.5795316033693974,Liver
19.501404448221752,3.0437963920804885,Liver
19.52653805799665,3.988134334848369,Liver
19.97720751576932,4.592241300848459,Liver
18.732617248017334,3.3026595851698834,Liver
19.685903770033956,3.3377987072679733,Liver
19.114694203501,4.047696334534704,Liver
19.480746454524436,3.3999275290743767,Liver
19.6678103583635,3.4999883570417447,Liver
18.668528905749685,3.3998341611552463,Liver
18.93508400328673,3.090383627774674,Liver
19.267099293961717,3.8317344791565073,Liver
19.019058499526217,3.5180789043561482,Liver
19.83664010404619,4.399885427983091,Liver
19.479485341354312,3.0932522740625887,Liver
19.767656000017784,4.547879448516468,Liver
19.558127251683135,4.17740304615052,Liver
18.776242556021206,3.003823632732019,Liver
19.35988027543702,3.5767219229956435,Liver
19.880411123273586,4.243671475157887,Liver
18.823642089260957,3.265001979183129,Liver
19.736777228654923,4.161509668634566,Liver
19.621422939129708,3.7503507754939713,Liver
19.400999580738592,4.5827357972128056,Liver
18.79388943364177,3.0367899986940987,Liver
19.301129669925913,3.7877382976873335,Liver
20.077424641404225,3.942227321011421,Liver
20.03238976966386,3.675624254775015,Liver
19.787542974774457,3.1809092977415916,Liver
19.744876166140017,4.257135311022403,Liver
19.29495939244815,3.7325784945923988,Liver
18.934985444666825,4.000852172719804,Liver
19.065188222811337,3.457980799033847,Liver
19.390639017128393,4.368064879453478,Liver
19.094652225447422,3.668369847302947,Liver
19.44828396760704,3.9822977215907747,Liver
19.16301317024629,3.9110811821327225,Liver
19.618815788631426,3.251188719099456,Liver
19.103391577592525,3.3935711507391835,Liver
19.064280746646993,4.212564853358869,Liver
19.157338424781365,3.7063009245040917,Liver
18.637837885473967,3.212000854022385,Liver
19.833061544564806,3.719454947053549,Liver
18.53932182633446,2.9042671636099504,Liver
18.8819580387604,2.877738788418081,Liver
18.9949401636127,3.1730159738432073,Liver
18.69079830759234,2.6229150708087117,Liver
19.516446532062517,3.4948698029580894,Liver
18.705281937232545,3.568166791572881,Liver
19.2429440163574,4.080903331650612,Liver
19.49486377229815,3.2991574918216697,Liver
19.815236174138114,4.579802390243784,Liver
18.8865750678808,2.594693640171855,Liver
19.92866712571826,3.6738934386690936,Liver
18.75556977065526,2.7604947229917696,Liver
18.80432594059564,2.5750367341535556,Liver
19.13527949790816,4.072860893962225,Liver
19.790422152992498,3.187653390879126,Liver
19.868611438108854,4.344379912204379,Liver
19.529899138197724,4.1093003339224445,Liver
19.002273726780427,3.1579839545005832,Liver
18.702931201896515,3.821725689214295,Liver
19.35896008551514,3.418880304011203,Liver
19.796193447975465,3.6055291065882673,Liver
19.520485831725853,3.0765602834314927,Liver
18.967728394658895,2.7493177967410825,Liver
19.23625193750002,3.575679947436189,Liver
19.849966876782897,4.587556838637206,Liver
19.36696089032222,4.449987888671419,Liver
19.125205347789045,2.994209331357753,Liver
19.392338449591783,4.5189095261901775,Liver
19.74641790378868,3.1368284503304973,Liver
19.107901212885288,3.0555014601587307,Liver
-8.07253261009526,0.18173941817859518,Blood
-8.10879418371842,0.2558647574607336,Blood
-7.50608655345326,-0.5548635788333703,Blood
-8.669128876261118,-0.5897552504872293,Blood
-7.69544179509432,-0.5911116372004178,Blood
-7.981143449031622,-0.07027446553658645,Blood
-7.624601101108304,0.1500569870451488,Blood
-8.681070680555447,-0.35119721574307433,Blood
-8.158714612449883,0.2409817468131853,Blood
-8.079483252348465,0.3054124251948988,Blood
-8.287771288644445,0.3034395058544567,Blood
-7.650802817026593,0.0850223356969126,Blood
-7.618666347234756,0.9055510763777737,Blood
-7.768412308790907,-0.4273790690661837,Blood
-7.798449876666938,-0.366652943044762,Blood
-7.449648916910814,0.7840565055481092,Blood
-8.237722245972483,-0.21561521869926378,Blood
-8.684567178033562,-0.3075410690268592,Blood
-8.10932993482775,0.31171507621015515,Blood
-7.866552225949366,0.23608427179674868,Blood
-7.908597259765937,0.2873324768803891,Blood
-7.4960477955666445,0.08538878692859596,Blood
-7.4374656913786446,0.9798212345250262,Blood
-7.5308772247225395,0.9263907969439186,Blood
-8.564003228064312,0.32223103317144564,Blood
-7.505676424414762,-0.2519928201145761,Blood
-7.765342705982643,0.016092018511026845,Blood
-7.498264165195394,0.794990011921896,Blood
-7.296795643843959,-0.048262108715091595,Blood
-7.443657452035,0.1294117471281015,Blood
-8.46842600325323,-0.4601461244897478,Blood
-7.372233345652996,0.41344892100371583,Blood
-7.68949783579202,-0.37012952289848355,Blood
-8.44284986997804,-0.38083981651624,Blood
-7.416879900377607,0.08519261059625886,Blood
-7.89483800065819,0.08151603679627765,Blood
-7.849704799037783,0.1649506286848466,Blood
-7.422004769242763,-0.18092383888248326,Blood
-8.10125434362264,0.9142744295108364,Blood
-7.982008919830255,-0.023383753168222277,Blood
-8.683781048377151,-0.6089406773151594,Blood
-7.683239490144466,0.4193951186042841,Blood
-8.086985199900859,-0.22876613561420966,Blood
-7.59437356586573,1.0073247644915775,Blood
-8.6514007388293,0.21255753699878543,Blood
-7.684914934347228,-0.5546746743299693,Blood
-8.200067693738937,-0.2530627782056109,Blood
-8.59296917233218,-0.42958545894324657,Blood
-7.3747623192344935,-0.14139412852610966,Blood
-8.041976638321158,0.07812476288767954,Blood
-7.435364553435873,0.47139383626449355,Blood
-7.875792478611622,-0.6004411135949147,Blood
-8.16084888035855,0.9695167625833073,Blood
-7.917828336973177,-0.023593349148365236,Blood
-8.158401210685785,0.18282785458023731,Blood
-8.336136453155799,0.4221273546314373,Blood
-7.218627267936505,-0.38825844107772134,Blood
-8.12796561761137,-0.031428398563720206,Blood
-7.925421016535404,-0.3067861567368995,Blood
-8.000261923305372,0.27320803171026475,Blood
-7.5844132139306595,-0.5228278220339919,Blood
-8.09928746279494,-0.1990962688631711,Blood
-7.888140143432686,-0.28879201296904283,Blood
-7.640245527236091,1.2064383597182542,Blood
-7.8568866460775535,0.7334905485743634,Blood
-7.921552914947085,-0.22505713539258948,Blood
-8.67580193863906,-0.6771937498635497,Blood
-7.8126444622239894,0.06279566323214182,Blood
-7.3027067179930985,0.578828996117665,Blood
-7.282120346867263,-0.416217606315878,Blood
-8.443720467185003,-0.3408280421869326,Blood
-7.85978418899154,0.6220172883610393,Blood
-7.78739282396384,1.231631842755188,Blood
-7.811491448779913,1.1591799498780406,Blood
-7.400558004061276,-0.3731402687773267,Blood
-8.019457029864196,0.9793088525467316,Blood
-7.6580548543887,-0.09707151763678364,Blood
-7.417010491303964,0.9611146205651245,Blood
-7.751939117973684,-0.6899233619513964,Blood
-8.70219117947858,-0.6600295999781925,Blood
-7.82805668760246,-0.7044067825999101,Blood
-8.47840507232786,-0.3108495963977145,Blood
-7.414125096143184,0.5390472471948666,Blood
-8.064753103628085,0.3062558513764174,Blood
-7.141223579495245,-0.24271929103615264,Blood
-7.237993788286994,-0.4363813639329247,Blood
-7.414084017495744,0.21448667874287602,Blood
-7.364116236748897,-0.427340600140275,Blood
-7.98408896129277,0.20829553777869136,Blood
-7.754438853173408,0.445707927439766,Blood
-7.342206756600801,0.9919520476196525,Blood
-8.495180886360643,-0.5985196621989677,Blood
-7.845795712162516,0.23088153221029023,Blood
-8.474247556948582,0.00158674240667446,Blood
-7.251197856053238,-0.621566956179813,Blood
-7.8509215468859335,-0.24156475056415821,Blood
-8.044538729251808,0.19025753002632256,Blood
-7.916258263447709,1.1739053125249141,Blood
-7.814729121888767,0.6766216418472022,Blood
-7.961999490192321,1.1002507785397795,Blood
-7.499048378171375,0.9315469640194304,Blood
-7.6403222274092535,-0.1876451352559313,Blood
-7.959063520300123,-0.0032458805343169306,Blood
-7.791149659707539,0.12836900375250965,Blood
-7.538166231652632,-0.36470619605804083,Blood
-7.7189148815559125,0.08544098703591639,Blood
-7.221338157852097,0.21622586520679843,Blood
-7.446000771900234,0.4279325175495325,Blood
-8.07637173483742,1.1150523115382853,Blood
-7.94345196128468,0.8332877634912342,Blood
-7.790517636435865,0.526583494304961,Blood
-7.422589680685544,0.9871966644287734,Blood
-7.848735205908685,-0.2000183953325653,Blood
-8.089271104873758,0.34371216938798094,Blood
-7.635429183927364,-0.07911552977071781,Blood
-8.418904873292998,-0.34638064071365227,Blood
-8.110588196748619,0.9170088061931202,Blood
-8.25641380452819,0.7052983086837308,Blood
-8.356230165806945,0.1547255670618039,Blood
-7.675780935308188,-0.7168744872717725,Blood
-8.171724556134553,-0.35430751880222333,Blood
-7.695067180561594,0.6359839378263611,Blood
-7.81170646154324,0.7417092644793748,Blood
-7.8001001740416775,1.10332753302286,Blood
-7.843660888700235,1.2483905526147545,Blood
-8.038246779712178,0.3700883676128373,Blood
-8.317714419304526,0.5042175412614277,Blood
-7.7230328382588525,-0.3153152092668917,Blood
-8.281011979467124,0.08764252905715465,Blood
-7.237693806050041,-0.6457142587669283,Blood
-7.403502359122202,0.21891523160227222,Blood
-8.195590232840203,0.1645860838156224,Blood
-8.04610004466352,-0.16891414720438275,Blood
-7.997501383232409,-0.2996258930749819,Blood
-7.58805020032591,-0.05039026424834293,Blood
-8.111475616112177,0.3025230656292302,Blood
-7.972971777465826,0.12159588139461026,Blood
-7.657419079170921,0.39683677908660764,Blood
-8.692242764858968,-0.6360826139489025,Blood
-8.539615154077296,0.3133593457232557,Blood
-7.8419002045795825,1.1146461683289388,Blood
-8.505420820680792,0.03693154986169099,Blood
-7.4497955870736075,0.08618200856465501,Blood
-8.719625392138463,-0.6973375149594104,Blood
-7.662805511603342,-0.25790637029187835,Blood
-8.013174151310523,0.6149587985746496,Blood
-7.594946261206994,0.04901566765226746,Blood
-8.539724146721593,-0.5728486136459041,Blood
-7.9094897587368305,0.7736850815258015,Blood
-7.730111952915173,-0.23991624623765728,Blood
-20.394535893076448,-3.7305305883220234,Lung
-20.160163376987803,-3.6558272351225716,Lung
-18.725319485454854,-1.1047007609911141,Lung
-11.16513618436356,-9.020405234848392,Lung
-20.284329038605282,-3.4140547020261813,Lung
-20.215971316909094,-3.526001642465044,Lung
-19.67280399686558,-3.4630783906567117,Lung
-11.14483184223471,-9.040829013648006,Lung
-16.35637857501961,-3.3869621412763706,Lung
-19.899972374916402,-3.638173432829492,Lung
-18.782171656602273,-1.1587088658840035,Lung
-20.298478267580187,-3.7135610997023036,Lung
-19.864108259445,-3.72692137817995,Lung
-8.770733986363116,0.2678507476442294,Lung
-20.236597112522524,-3.789161128724897,Lung
-20.27436245041564,-3.5914225349382303,Lung
-20.050632210019053,-3.5730316746610438,Lung
-20.113877663908784,-3.531533444528197,Lung
-20.265287267528713,-3.702800884449029,Lung
-19.834857390357598,-3.5953488236501197,Lung
-20.13291394329341,-3.6239390245282306,Lung
-19.906087157745056,-3.7776330765745207,Lung
-6.562706005037528,0.4895210837985902,Lung
-19.866514156118267,-3.4701355581818043,Lung
-19.89186486018685,-3.724952191678099,Lung
-19.320882914667603,-3.2894265048440734,Lung
-20.126126905677804,-4.325899070803548,Lung
-16.3018858627433,-3.4409390223808494,Lung
-16.295636038075138,-3.439797564007929,Lung
-20.001740668174744,-2.9488586089554745,Lung
-19.317395606851218,-3.336231052868616,Lung
-16.409968241400794,-3.3914347709908474,Lung
-20.009464279497823,-3.823286115137335,Lung
-20.107733115243427,-3.4409513235570786,Lung
-11.181112325143532,-9.004536220543482,Lung
-20.129747256341833,-3.7453137837186152,Lung
-6.548309792925444,0.48604837380737614,Lung
-19.80723046704119,-3.7941531277687406,Lung
-18.752571305863345,-1.1317593676075481,Lung
-20.211728016996844,-3.8352235687146337,Lung
-20.270936454702557,-3.3734788143798933,Lung
