Symbol,A1,I1,A3,A4,I7,A6,A7,I4,A8,I6,A10
RNA5S10,0,0,0,0,0,0,0,0,0,0,0
RNA5S11,0,0,0,0,0,0,0,0,0,0,0
RNA5S12,0,0,0,0,0,0,0,0,0,0,0
RNA5S13,0,0,0,0,0,0,0,0,0,0,0
RNA5S14,0,0,0,0,0,0,0,0,0,0,0
RNA5S15,0,0,0,0,0,0,0,0,0,0,0
RNA5S16,0,0,0,0,0,0,0,0,0,0,0
RNA5S17,0,0,0,0,0,0,0,0,0,0,0
RNA5S2,0,0,0,0,0,0,0,0,0,0,0
RNA5S3,0,0,0,0,0,0,0,0,0,0,0
RNA5S4,0,0,0,0,0,0,0,0,0,0,0
RNA5S5,0,0,0,0,0,0,0,0,0,0,0
RNA5S6,0,0,0,0,0,0,0,0,0,0,0
RNA5S7,0,0,0,0,0,0,0,0,0,0,0
RNA5S8,0,0,0,0,0,0,0,1,0,0,0
RNA5S9,0,0,0,0,0,0,1,0,0,0,0
RNASE1,567,691,661,866,277,604,950,1101,832,1363,579
RNASE10,0,0,0,0,0,0,0,0,0,0,0
RNASE11,0,0,0,0,0,0,0,0,0,0,0
RNASE12,0,0,0,0,0,0,0,0,0,0,0
RNASE13,0,2,0,0,0,0,1,0,0,0,1
RNASE2,0,0,0,0,0,0,0,0,0,0,0
RNASE3,0,2,0,0,0,0,0,0,0,0,0
RNASE4,75,244,97,178,92,92,190,436,152,223,158
RNASE6,10,24,6,8,2,8,18,28,6,31,4
RNASE7,0,2,0,1,0,0,0,0,0,0,0
RNASE8,0,0,0,0,0,0,0,0,0,0,0
RNASE9,0,0,0,0,0,0,0,0,0,0,0
RNASEH1,253,162,187,325,182,111,312,198,216,181,186
RNASEH1-AS1,96,24,91,75,61,57,78,70,62,59,58
RNASEH2A,45,99,76,53,40,40,77,122,64,82,51
RNASEH2B,87,159,91,159,68,79,177,234,84,157,81
RNASEH2B-AS1,1,2,0,2,0,0,1,0,0,0,0
RNASEH2C,253,176,194,150,208,95,383,335,360,188,288
RNASEK,1160,1342,1049,1401,1176,606,1505,1322,1146,1260,1167
RNASEK-C17orf49,0,8,0,0,3,3,0,3,3,3,0
RNASEL,58,62,38,66,13,47,63,71,41,96,90
RNASET2,74,75,92,83,54,55,108,139,89,155,86
RND1,0,0,2,6,28,1,3,2,6,4,0
RND2,2,8,3,7,4,4,8,8,4,20,2
RND3,64,217,69,93,1010,58,247,350,51,199,138
RNF10,7582,5050,5020,8293,6714,3604,9514,3603,7141,5254,6392
RNF103,495,609,416,573,802,249,562,766,505,587,428
RNF103-CHMP3,4,4,0,28,0,0,21,0,0,10,4
RNF11,1786,1623,1484,3132,2451,1009,3670,1661,2053,1168,1855
RNF111,159,167,148,310,197,90,285,274,162,176,222
RNF112,17,27,12,30,11,3,58,63,22,30,46
RNF113A,123,91,127,117,85,79,124,170,145,148,105
RNF113B,0,0,0,0,0,0,0,0,0,0,0
RNF114,1103,651,866,1370,858,425,1206,1011,1015,693,1118
RNF115,864,513,847,1327,1001,464,1149,776,1046,548,968
RNF121,353,359,215,301,266,170,522,431,330,349,258
RNF122,224,287,187,244,172,93,267,547,276,145,524
RNF123,5040,3451,3693,4854,3826,2447,6134,3165,4649,3228,3268
RNF125,43,69,67,71,36,79,41,127,36,80,51
RNF126,942,919,992,1088,1093,576,1231,921,1186,861,746
RNF126P1,1,0,0,3,0,0,0,0,0,0,1
RNF128,101,46,92,183,46,80,232,12,120,28,144
RNF13,591,675,375,646,569,327,767,607,518,651,438
RNF130,918,630,827,1006,616,503,1389,926,977,919,802
RNF133,0,0,0,0,0,0,0,0,0,0,0
RNF135,123,101,87,99,51,79,281,144,113,141,131
RNF138,38,106,62,86,161,23,134,130,53,63,48
RNF138P1,1,0,0,2,2,0,0,1,0,0,1
RNF139,450,419,291,442,515,201,565,441,432,388,364
RNF139-AS1,2,0,1,1,0,1,0,0,0,9,1
RNF14,792,513,512,767,698,344,959,482,726,464,633
RNF141,828,671,702,1335,675,504,1431,552,952,541,702
RNF144A,207,409,215,457,278,251,316,510,211,417,210
RNF144A-AS1,1,6,0,1,0,3,2,8,3,6,3
RNF144B,1456,1869,1429,1569,2266,679,2485,1613,1347,1595,892
RNF145,212,210,189,344,302,79,205,412,196,284,197
RNF146,789,789,868,1442,1101,450,1198,805,966,873,995
RNF148,0,0,0,0,1,0,0,0,0,0,3
RNF149,89,131,74,129,168,55,168,217,95,131,114
RNF150,369,509,160,697,491,243,214,715,167,350,373
RNF151,0,0,0,0,0,1,0,0,5,0,0
RNF152,0,3,11,11,11,7,3,6,3,12,8
RNF157,2663,1825,1916,3128,1972,1567,2201,2192,2028,1356,1471
RNF157-AS1,0,0,0,0,0,0,1,0,0,0,0
RNF165,33,142,34,72,75,25,48,229,28,219,37
RNF166,368,374,264,500,333,165,552,393,364,480,264
RNF167,1129,893,1118,1173,948,590,1409,1153,1223,910,1077
RNF168,257,196,280,333,200,134,491,257,307,298,262
RNF169,259,383,266,322,205,121,392,474,310,217,255
RNF17,0,0,0,0,0,0,0,0,0,2,0
RNF170,192,206,188,205,151,99,379,250,222,205,189
RNF175,0,2,0,1,0,0,0,1,0,0,0
RNF180,55,27,56,65,14,17,81,53,75,56,51
RNF181,501,432,413,444,432,229,521,554,498,486,448
RNF182,7,0,0,0,2,5,6,14,1,4,5
RNF183,0,0,1,0,0,0,0,0,0,0,0
RNF185,471,412,439,649,385,315,542,620,446,476,487
RNF186,0,0,0,0,0,0,0,0,0,0,0
RNF187,2362,1531,2286,2909,2728,1352,3281,2173,3313,1875,2758
RNF19A,391,390,315,535,501,191,621,630,375,379,392
RNF19B,247,226,197,263,219,117,329,345,277,180,196
RNF2,91,134,96,122,169,69,170,150,83,126,99
RNF20,519,728,487,714,508,341,665,731,601,587,494
RNF207,59,33,37,59,47,23,28,47,22,59,71
RNF208,199,113,248,198,151,80,214,167,181,118,151
RNF212,2,10,0,9,0,4,5,11,3,3,3
RNF212B,0,0,0,0,0,0,0,0,0,0,0
RNF213,500,552,463,768,389,362,786,993,565,716,535
RNF214,154,220,174,265,178,108,244,325,177,176,205
RNF215,90,42,71,63,49,30,74,133,74,88,65
RNF216,594,642,457,786,539,336,1021,792,638,580,633
RNF216-IT1,0,0,0,0,0,0,0,0,0,0,0
RNF216P1,105,96,123,121,160,68,170,166,117,131,149
RNF217,144,224,111,225,255,117,191,303,158,168,154
RNF217-AS1,19,6,15,10,8,5,9,10,8,17,17
RNF219,94,162,92,127,68,54,141,167,108,140,81
RNF219-AS1,0,0,0,0,0,0,0,1,0,1,0
RNF220,1103,871,1000,1104,867,591,1396,1076,1234,951,887
RNF222,0,0,0,0,0,0,1,0,0,0,0
RNF223,0,0,0,0,0,0,0,0,0,0,0
RNF224,0,0,0,1,0,0,0,0,0,0,0
RNF225,0,0,0,0,0,0,0,0,0,0,0
RNF24,5,18,6,6,4,3,8,22,4,22,20
RNF25,155,198,205,235,179,105,283,243,201,217,191
RNF26,294,132,224,192,93,119,260,271,136,244,110
RNF31,743,742,938,916,710,348,875,900,890,784,517
RNF32,0,1,0,1,3,0,6,2,1,4,4
RNF34,760,412,519,833,573,322,850,546,680,356,648
RNF38,222,314,211,408,262,151,456,509,229,267,299
RNF39,0,0,0,0,2,0,0,0,0,0,0
RNF4,447,349,271,520,365,175,520,518,343,484,362
RNF40,509,587,449,598,411,224,578,779,502,576,487
RNF41,787,546,442,713,482,452,1077,710,759,541,597
RNF43,10,4,3,7,0,7,23,0,9,1,6
RNF44,306,232,196,312,162,131,340,506,220,273,316
RNF5,1117,905,845,1021,933,673,1298,1217,1176,1112,758
RNF5P1,10,12,51,15,67,9,95,19,15,13,7
RNF6,380,397,360,480,333,177,688,447,398,376,351
RNF7,1135,796,1106,1402,960,635,1329,838,1203,1025,1175
RNF8,292,277,261,295,205,140,327,265,360,276,250
RNFT1,116,84,67,111,108,40,118,105,125,73,96
RNFT2,0,6,4,2,1,0,0,3,2,2,4
RNGTT,93,79,73,130,126,72,193,107,102,79,98
RNH1,1462,1453,1385,1705,1634,970,1971,1952,1549,1668,1059
RNLS,193,70,111,147,65,66,152,99,148,86,124
RNMT,383,322,282,442,338,193,478,521,418,344,374
RNMTL1,435,398,334,377,323,202,366,436,434,425,343
RNPC3,155,118,133,154,68,80,160,243,150,160,238
RNPEP,294,246,316,367,295,222,388,455,331,375,278
RNPEPL1,1296,1119,1299,2050,1593,883,2032,1305,1592,1097,1251
RNPS1,1759,1762,1809,2106,1913,1031,2236,2275,1929,1817,1874
RNU1-1,9,0,0,0,7,14,0,0,0,0,0
RNU1-13P,0,0,0,0,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0,0,0,0,0
RNU1-27P,0,0,0,0,0,0,0,0,0,0,6
RNU1-28P,0,0,10,3,0,0,17,0,9,0,0
RNU1-3,0,0,0,3,0,0,0,2,0,15,0
RNU1-4,0,8,0,3,0,0,0,0,0,0,0
RNU105B,0,0,0,0,0,0,0,0,0,0,0
RNU105C,0,0,0,0,0,0,0,0,0,0,0
RNU11,3,0,0,5,0,0,0,1,0,0,0
RNU12,0,0,0,0,0,0,0,0,0,0,0
RNU2-1,0,0,0,0,0,0,0,0,0,0,0
RNU2-2P,0,0,0,0,0,0,0,0,1,2,1
RNU4-1,0,0,0,0,0,0,0,0,0,0,0
RNU4-2,0,0,0,1,0,0,1,0,4,0,1
RNU4ATAC,0,0,0,0,0,0,0,0,0,1,0
RNU5A-1,0,0,0,0,0,0,0,0,0,0,0
RNU5B-1,0,0,0,0,0,0,0,0,0,0,0
RNU5D-1,0,0,0,0,0,0,0,0,0,0,0
RNU5E-1,0,0,0,0,0,0,0,0,0,0,0
RNU5F-1,0,0,0,0,0,0,0,0,0,0,0
RNU6-1,0,0,0,0,0,0,0,0,0,0,0
RNU6-10P,0,0,0,0,0,0,0,0,0,0,0
RNU6-14P,0,0,0,0,0,0,0,0,0,0,0
RNU6-15P,0,0,0,0,0,0,0,0,0,0,0
RNU6-16P,0,0,0,0,0,0,0,0,0,0,0
RNU6-19P,0,0,0,0,0,0,0,0,0,0,0
RNU6-2,0,2,0,0,0,0,0,4,2,3,3
RNU6-21P,0,0,0,0,0,0,0,0,0,0,0
RNU6-23P,0,0,0,0,0,0,0,0,0,0,0
RNU6-26P,0,0,0,0,0,0,0,0,0,0,0
RNU6-28P,0,0,0,0,0,0,0,0,0,0,0
RNU6-30P,0,0,0,0,0,0,0,0,0,0,0
RNU6-31P,0,2,0,0,0,0,0,0,0,0,0
RNU6-33P,9,1,9,0,0,0,8,0,0,0,0
RNU6-34P,0,0,0,0,0,0,0,0,0,0,0
RNU6-35P,0,0,0,0,0,0,0,0,0,0,0
RNU6-36P,0,0,0,0,0,0,0,0,0,0,0
RNU6-39P,0,0,0,0,0,0,0,0,0,0,0
RNU6-42P,0,0,0,0,0,0,0,0,0,0,0
RNU6-45P,0,0,0,0,0,0,0,0,0,0,0
RNU6-46P,0,0,0,0,0,0,0,0,0,0,0
RNU6-48P,0,0,0,0,0,0,0,0,0,0,0
RNU6-52P,0,0,0,0,0,0,0,0,0,0,0
RNU6-53P,0,0,0,0,0,0,0,0,0,0,0
RNU6-55P,0,0,0,0,0,0,0,0,0,0,0
RNU6-56P,0,0,0,0,0,0,0,0,0,0,0
RNU6-57P,0,0,0,0,0,0,0,0,0,0,0
RNU6-58P,0,0,0,0,0,0,0,0,0,0,0
RNU6-59P,0,0,0,0,0,0,0,0,0,0,0
RNU6-63P,0,0,0,0,0,0,0,0,0,0,0
RNU6-64P,0,0,0,0,0,0,0,0,0,0,0
RNU6-66P,0,0,0,0,0,0,0,0,0,0,0
RNU6-67P,0,0,0,0,0,0,0,0,0,0,0
RNU6-68P,0,0,0,0,0,0,0,0,0,0,0
RNU6-69P,0,0,0,0,0,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0,0,0,0,0,0
RNU6-71P,0,0,0,0,0,0,0,0,0,0,0
RNU6-72P,0,0,0,0,0,0,0,0,0,0,0
RNU6-75P,0,0,0,0,0,0,0,0,0,0,0
RNU6-76P,0,0,0,0,0,0,0,0,0,0,0
RNU6-78P,0,0,0,0,0,0,0,0,0,0,0
RNU6-79P,0,0,0,0,0,0,0,0,0,0,0
RNU6-8,0,0,0,0,0,0,0,0,0,0,0
RNU6-81P,0,0,0,0,0,0,0,0,0,0,0
RNU6-82P,0,0,0,0,0,0,0,0,0,0,0
RNU6-83P,0,0,0,0,0,0,0,0,0,0,0
RNU6-9,0,2,0,18,4,6,8,0,0,0,3
RNU6ATAC,0,0,0,0,0,0,1,0,0,0,0
RNU7-1,0,0,0,0,0,0,0,0,0,0,0
RNU86,0,0,0,0,0,0,0,0,0,0,0
RNVU1-1,0,0,0,0,0,0,0,0,0,0,0
RNVU1-14,0,0,0,1,0,0,0,6,0,0,0
RNVU1-15,0,0,0,0,0,0,0,0,0,0,0
RNVU1-17,0,0,0,0,0,0,0,0,0,0,0
RNVU1-18,0,0,0,3,0,0,0,0,0,0,0
RNVU1-19,0,0,0,0,0,0,0,0,0,1,0
RNVU1-20,0,0,0,0,0,0,0,0,0,0,0
RNVU1-3,0,0,0,0,0,0,0,0,0,0,0
RNVU1-4,0,0,0,0,0,0,0,0,0,0,0
RNVU1-6,0,0,0,0,0,0,0,0,0,0,0
RNVU1-7,0,0,0,0,0,0,0,0,0,0,0
RNVU1-8,0,0,0,0,0,0,0,0,0,0,0
RNY1,0,0,0,0,0,0,0,0,0,1,0
RNY3,0,0,0,0,0,0,0,0,0,0,0
RNY4,0,0,0,0,0,0,0,0,0,0,0
RNY5,0,0,0,0,0,0,0,0,0,0,0
ROBO1,225,166,68,213,62,92,306,261,133,211,145
ROBO2,1,9,5,0,4,2,7,10,5,7,1
ROBO3,23,41,25,29,20,16,58,85,33,73,66
ROBO4,365,393,439,541,228,310,352,465,401,1094,308
ROCK1,185,299,295,387,365,211,372,543,289,473,394
ROCK1P1,4,4,5,13,0,0,18,3,20,1,4
ROCK2,1052,1563,1006,2274,1791,742,2020,1342,1127,1577,1083
ROGDI,1060,555,1000,853,912,423,1021,1060,958,709,510
ROM1,21,9,15,12,18,3,27,19,28,16,13
ROMO1,761,472,710,720,577,418,766,523,718,543,592
ROPN1,0,0,0,0,0,0,0,0,0,0,0
ROPN1B,0,4,5,20,1,1,5,2,5,12,10
ROPN1L,0,0,0,0,0,0,0,3,0,0,0
ROPN1L-AS1,0,0,0,0,0,0,3,0,0,0,0
ROR1,16,41,16,26,47,24,45,61,12,57,42
ROR1-AS1,0,0,0,0,0,0,0,0,0,0,0
ROR2,1,28,2,7,2,2,1,30,1,25,9
RORA,541,682,424,1186,873,371,1013,874,436,430,505
RORA-AS1,0,0,0,0,2,1,0,2,0,0,0
RORA-AS2,0,0,0,0,0,0,0,0,0,0,0
RORB,0,1,0,0,0,0,0,2,0,0,2
RORB-AS1,0,0,0,0,0,0,0,0,0,0,0
RORC,1991,1731,1769,2891,1267,1177,1883,2680,1659,1721,1404
ROS1,0,0,0,1,0,0,0,0,0,0,0
RP1,0,0,0,0,0,0,0,0,0,0,0
RP11-87M18.2,0,0,0,0,0,0,0,0,0,0,0
RP1L1,2,1,9,2,1,3,1,4,15,4,0
RP2,35,61,28,42,41,15,54,58,34,63,33
RP9,327,323,332,269,291,149,312,362,368,419,274
RP9P,157,102,103,108,135,76,191,132,185,134,136
RPA1,1400,1470,1227,1631,864,855,2171,1798,1558,1460,1459
RPA2,617,663,962,1339,540,370,1255,1287,773,908,707
RPA3,72,66,76,70,57,40,82,95,72,98,50
RPA4,0,0,1,0,0,0,0,0,1,0,1
RPAIN,389,314,340,381,348,186,504,404,387,355,300
RPAP1,533,505,421,726,389,278,618,618,486,406,516
RPAP2,106,181,104,151,73,68,143,161,116,119,110
RPAP3,378,372,315,552,271,203,630,382,369,294,318
RPARP-AS1,53,12,65,53,32,19,80,63,65,43,38
RPE,62,107,68,114,89,30,163,149,104,66,101
RPE65,0,0,0,0,0,0,0,0,0,1,0
RPEL1,1,2,0,0,0,0,1,0,1,0,0
RPF1,317,383,318,476,376,219,392,490,371,395,370
RPF2,385,471,407,578,397,219,467,525,380,354,351
RPGR,27,34,14,35,51,23,36,51,33,44,37
RPGRIP1,2,1,0,0,0,1,1,2,0,1,2
RPGRIP1L,8,16,18,9,3,5,21,15,13,12,16
RPH3A,0,0,0,5,1,0,1,0,0,0,1
RPH3AL,112,201,278,193,74,42,222,362,216,238,442
RPIA,315,292,292,518,340,199,414,373,343,359,350
RPL10,17334,16721,21003,21019,15301,11325,21933,20246,17492,18393,13430
RPL10A,5175,5764,7059,7441,4970,4012,7038,7351,6391,6663,4838
RPL10L,0,0,0,0,0,0,0,0,0,0,0
RPL11,5502,6604,6242,7208,6580,3831,6948,7683,5421,7245,4730
RPL12,7081,7562,8363,8323,7029,4192,10834,11679,9898,9927,6945
RPL13,21095,20183,23162,24286,18540,14391,24031,26176,20140,23762,18415
RPL13A,19387,19602,20863,18731,16397,11858,26472,22744,20878,20123,16379
RPL13AP17,0,0,0,0,0,0,0,0,0,0,0
RPL13AP20,2,9,8,3,1,7,7,7,5,9,4
RPL13AP3,20,16,12,26,19,4,25,11,17,31,9
RPL13AP5,326,743,413,481,328,188,481,326,378,300,234
RPL13AP6,6,4,9,5,7,4,14,7,14,20,9
RPL13P5,9,3,0,9,0,1,6,2,2,1,4
RPL14,5510,6581,7600,7669,5702,4449,7475,8991,6571,7289,5087
RPL15,8048,9556,10711,12410,9364,6281,10993,14742,8845,10930,7931
RPL17,3325,3150,4324,4528,3546,2303,4511,4999,3953,4405,3241
RPL17-C18orf32,29,54,50,58,44,19,144,56,84,27,83
RPL18,4652,4803,5652,5199,4419,2926,6642,5992,5095,5935,4115
RPL18A,10340,11077,13118,14581,11310,6190,13803,13461,11117,11304,8655
RPL19,11303,12751,14902,13355,10994,7711,15114,17153,12144,13535,10097
RPL19P12,4,3,5,4,4,3,8,5,4,8,10
RPL21,7437,8009,8331,8348,6736,4790,10108,8332,7968,7712,6648
RPL21P28,73,69,104,82,69,58,161,99,93,61,79
RPL21P44,2,0,4,1,1,0,7,0,1,0,1
RPL22,5281,6453,5689,6458,5298,3520,6911,8116,5599,6508,5090
RPL22L1,31,50,21,37,25,22,38,62,28,53,31
RPL23,6110,7028,7832,7996,5895,4532,7350,10102,6036,8576,5508
RPL23A,8269,9519,10008,9634,8461,5730,10127,13178,8491,9817,7157
RPL23AP32,0,0,0,0,0,0,0,0,0,0,0
RPL23AP53,91,86,80,84,120,41,97,145,70,87,144
RPL23AP64,0,0,0,0,1,0,2,0,0,0,0
RPL23AP7,24,37,26,47,43,29,73,41,52,61,31
RPL23AP82,63,60,50,49,54,40,67,65,51,64,51
RPL23AP87,2,9,1,6,6,1,5,9,8,7,2
RPL23P8,2,2,5,4,0,1,4,4,4,2,4
RPL24,4316,5609,5018,5108,4521,3027,5832,6981,4909,5507,4857
RPL26,5807,6080,7675,7070,6357,4218,7260,9290,5904,8013,5283
RPL26L1,123,104,128,115,122,59,141,176,129,133,131
RPL27,6190,5733,7045,6488,5375,3908,8466,6595,5902,6022,5138
RPL27A,7521,8198,8102,8221,6186,4952,8996,10157,7843,8719,5367
RPL28,3515,3939,4500,4994,3539,2543,4966,4805,3666,4318,2863
RPL29,13376,13405,16340,14769,12487,9152,16326,17408,13564,15957,10091
RPL29P2,0,0,0,0,0,0,1,0,0,0,0
RPL3,2939,4299,3071,3375,3386,3120,3129,7617,2861,6070,3102
RPL30,6042,6963,7158,7619,5838,4094,7145,8916,6067,7617,5077
RPL31,4351,4949,5351,5001,4710,3277,5423,7780,4215,5636,4206
RPL31P11,0,0,1,0,0,0,0,2,0,0,0
RPL32,9185,10318,11223,11143,9254,6534,11961,13677,9213,10915,8161
RPL32P3,20,31,15,23,16,8,25,35,25,25,23
RPL34,2283,2537,2814,2632,2194,1741,2810,3696,2416,2948,2173
RPL34-AS1,0,1,0,0,0,0,0,0,0,0,0
RPL35,6183,6113,7751,6938,6043,4170,7764,7812,6284,6347,5207
RPL35A,2782,3008,3804,3688,2909,2033,3655,4602,3097,3623,2702
RPL36,2700,2659,3625,3446,2629,1937,3248,4127,3169,2992,2601
RPL36A,2460,2911,3032,2766,2356,1742,2805,4060,2428,3560,2147
RPL36A-HNRNPH2,624,759,557,739,654,420,1128,1123,824,495,883
RPL36AL,1163,1637,1398,1304,1427,782,1667,1969,1382,1374,1141
RPL37,6325,6490,7726,7580,5957,4186,6938,9179,6441,8624,5277
RPL37A,13711,14626,16629,15838,13024,9830,15630,18192,13581,17051,11957
RPL38,4902,5449,6509,5823,5018,3580,5750,7000,4734,5944,4307
RPL39,4453,4000,4829,4768,3802,2762,4880,4751,3952,4456,3702
RPL39L,3,7,1,9,4,8,15,16,10,10,2
RPL3L,12744,14400,13053,10952,13630,7209,16557,14326,16173,11918,9829
RPL4,20823,20308,21363,22424,18813,13195,26731,25896,23394,24458,17017
RPL41,14167,13708,15638,15078,11018,8703,20858,14905,13964,13302,11302
RPL5,6161,5542,7925,7330,6164,4008,8531,8572,7260,7659,5644
RPL6,9022,9451,10371,10910,9507,5872,12686,10990,10402,10239,8518
RPL7,9843,11513,11663,11276,9779,6769,12605,15217,10130,11981,9039
RPL7A,11520,11678,14062,13788,9878,7826,15467,13812,12366,13148,9525
RPL7L1,307,295,245,434,288,154,373,424,283,274,300
RPL8,15550,14556,18660,18692,16060,9770,18257,18854,17449,17048,11760
RPL9,7968,7440,8715,9185,7024,4615,10125,9430,8129,8283,6628
RPLP0,16224,11238,15227,15527,12921,7693,26191,12053,17867,12508,12296
RPLP0P2,12,8,10,27,13,12,10,8,9,15,13
RPLP1,22351,22764,27413,30016,27389,13715,32850,28042,25141,25658,19289
RPLP2,6414,7027,6998,7398,6739,4456,8170,8812,6842,7502,5553
RPN1,1156,1138,1147,1341,1357,668,1445,1209,1142,1090,965
RPN2,953,1090,1128,1347,1451,606,1531,1361,1225,1236,826
RPP14,1126,987,1192,1250,657,718,1677,855,1495,1101,1345
RPP21,190,143,223,198,158,102,153,215,184,159,161
RPP25,12,17,18,29,9,9,32,36,25,27,20
RPP25L,1007,484,727,1040,660,597,971,535,979,588,705
RPP30,219,249,258,311,194,140,263,237,271,200,251
RPP38,109,130,130,89,100,68,163,157,112,127,120
RPP40,22,13,19,14,24,13,65,45,23,31,35
RPPH1,5,3,4,2,1,2,3,0,0,5,0
RPRD1A,1167,805,785,1354,899,466,1696,664,1094,732,906
RPRD1B,562,567,494,923,558,243,792,762,542,548,555
RPRD2,769,838,834,1198,581,370,1191,854,627,689,778
RPRM,0,0,1,1,3,0,0,1,0,0,1
RPRML,29,10,15,2,1,2,54,33,24,11,14
RPS10,4144,4037,4769,4523,3756,2710,5714,4278,4515,3955,3634
RPS10-NUDT3,4,0,0,0,4,4,0,38,3,0,0
RPS10P7,2,2,0,4,0,1,3,3,3,1,8
RPS11,10968,11796,12990,12689,9371,7347,12823,13593,11138,12550,7858
RPS12,5176,5718,5833,5278,4660,3449,7046,6148,5261,6288,4430
RPS13,5752,5972,6334,6699,4767,3854,7391,7213,5955,6226,4921
RPS14,6573,6021,7323,7646,5845,4211,8868,9043,6581,7505,5333
RPS14P3,6,3,119,0,62,42,59,4,57,1,119
RPS15,6628,6909,8208,7279,6325,4665,8031,8442,6776,7770,5540
RPS15A,7959,6852,8020,7549,5701,5047,8863,7150,6982,7487,5806
RPS15AP10,0,0,0,1,0,0,4,0,1,0,3
RPS16,8170,8362,9730,7350,5995,4209,9419,8974,8847,9060,5400
RPS16P5,0,0,0,0,0,0,0,0,0,0,0
RPS17,4018,4559,4685,5264,4453,2870,5470,5819,4316,4448,3448
RPS18,7967,7313,9515,8859,8047,5503,10647,10410,6749,8448,6425
RPS18P9,10,18,15,11,11,17,14,14,19,28,13
RPS19,3413,3587,4128,4249,2731,2097,4566,4339,3737,3839,2984
RPS19BP1,747,477,821,739,747,361,843,651,886,675,640
RPS2,18180,18469,24032,23251,21129,12740,23818,23551,19588,25384,13294
RPS20,8017,7571,7827,7456,6279,5178,9959,9020,7911,8689,6559
RPS21,2486,3062,3177,2540,1991,1900,3029,3334,2418,2752,2276
RPS23,8038,10352,8879,10001,7882,6223,10870,12672,9197,9546,7777
RPS24,8712,11067,11704,11077,9790,6916,11679,15641,10324,11974,9096
RPS25,8553,9152,10271,9995,7719,5567,10814,11346,7087,9336,7102
RPS26,3662,3008,5272,2247,1938,2116,6287,4869,2566,3195,1874
RPS26P11,12,3,15,8,8,11,11,18,8,14,11
RPS27,6657,8858,8450,9107,5570,4873,9243,9503,6969,8164,5798
RPS27A,4813,5094,5305,4906,4004,2767,6411,6402,5196,5223,4231
RPS27L,296,288,337,465,278,173,548,511,337,400,361
RPS28,4875,4988,5495,5707,4356,3215,5429,5962,4579,5155,3453
RPS29,3370,3193,3233,3400,2404,1917,3123,3579,2673,3615,2507
RPS2P32,0,8,0,2,21,1,1,26,0,5,0
RPS3,7255,4930,7716,5863,5337,4145,9647,7602,6642,6341,4979
RPS3A,9300,9051,10699,9718,9020,5763,11912,11815,9940,9875,7475
RPS4X,7604,9983,10976,11808,9647,6327,10509,13853,8938,13549,7148
RPS4Y1,2198,0,0,0,0,0,3053,0,2272,0,1904
RPS4Y2,0,0,0,0,0,0,0,0,1,0,1
RPS5,5992,6300,7198,7499,5455,3890,8094,7782,6284,6403,4507
RPS6,8264,9840,11150,10538,9267,5803,11226,12344,9165,10468,7892
RPS6KA1,8,42,32,12,25,16,22,121,17,66,20
RPS6KA2,708,589,681,1190,585,469,624,857,878,1029,754
RPS6KA2-AS1,0,0,0,0,0,0,0,0,0,0,0
RPS6KA2-IT1,0,0,0,0,0,0,0,1,0,0,0
RPS6KA3,2051,2051,1321,2391,1932,1183,3953,2599,1955,1807,1786
RPS6KA4,295,335,311,520,386,260,434,307,423,434,356
RPS6KA5,96,264,146,330,100,85,167,253,131,142,123
RPS6KA6,4,29,7,19,42,6,12,65,6,56,19
RPS6KB1,622,592,454,806,568,240,1162,573,488,355,494
RPS6KB2,819,494,757,724,528,439,1218,530,981,660,851
RPS6KC1,360,285,318,348,374,149,462,330,297,279,246
RPS6KL1,106,161,107,222,321,73,276,99,214,186,193
RPS7,3779,3726,4478,4418,4035,2497,4315,4378,3758,4841,3155
RPS7P5,0,0,0,0,0,0,0,0,0,0,0
RPS8,8755,9680,11027,11198,10187,6077,11728,14427,9654,11305,7486
RPS9,4950,4706,5451,5368,4461,3458,7417,6312,5583,6176,4363
RPSA,6022,5019,5429,5765,4890,2999,8682,5260,6353,5204,4117
RPSAP52,0,0,0,0,0,0,0,0,0,0,0
RPSAP58,320,517,402,349,192,298,444,236,85,363,152
RPSAP9,55,32,44,24,21,20,40,33,24,43,22
RPTN,0,0,0,0,0,0,0,0,0,0,3
RPTOR,715,613,609,1037,720,419,1127,728,778,711,769
RPUSD1,231,184,142,194,206,106,270,224,211,218,152
RPUSD2,149,166,173,159,75,100,152,219,148,211,112
RPUSD3,677,443,619,721,489,349,715,584,637,593,513
RPUSD4,2887,2112,2335,2365,2616,1417,3508,2617,3444,1834,2443
RQCD1,308,278,325,429,363,179,357,386,360,332,348
RRAD,3228,1782,1907,5154,1611,1441,3569,3581,7144,2214,4021
RRAGA,1327,1154,1190,1603,1125,759,1749,1567,1549,1286,1443
RRAGB,122,122,163,261,157,61,197,214,203,174,152
RRAGC,196,205,127,304,224,108,264,339,191,209,229
RRAGD,3627,3220,2583,3688,2397,1692,3865,2247,3480,2251,3281
RRAS,431,367,582,370,517,281,460,775,393,498,473
RRAS2,430,319,465,944,1748,275,482,374,542,308,437
RRBP1,233,495,266,433,431,191,416,764,264,813,319
RREB1,281,280,357,610,436,213,927,631,358,487,385
RRH,3,0,0,0,1,0,0,0,2,0,0
