Unnamed: 0,BioSample,BioProject,LibraryLayout,Platform,Model,Subspecies,Breed,Predicted breed label,Breed group,Sex,Age,Clean reads,Mapped reads,Mapping rate,Expressed gene count,Expressed gene ratio,Tissue class,Main categories,Sub categories,Note,Used in molQTL analysis,BioSample.WGS
6778,SAMN12222112,PRJNA552943,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Male,60 days,"16,883,461","14,350,295",0.85,16136,0.5057,Ileum,Small intestine,Ileum,,Yes,
6779,SAMN12222113,PRJNA552943,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Male,60 days,"17,748,105","15,682,523",0.8836,17074,0.5351,Ileum,Small intestine,Ileum,,Yes,
6780,SAMN12222114,PRJNA552943,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Male,60 days,"18,429,968","15,790,826",0.8568,16473,0.5163,Ileum,Small intestine,Ileum,,Yes,
6781,SAMN12222115,PRJNA552943,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Male,60 days,"18,045,189","16,134,817",0.8941,16681,0.5228,Ileum,Small intestine,Ileum,,Yes,
6782,SAMN12222116,PRJNA552943,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Male,60 days,"14,044,545","12,449,586",0.8864,16687,0.523,Ileum,Small intestine,Ileum,,Yes,
6783,SAMN12222117,PRJNA552943,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Male,60 days,"20,925,845","18,025,939",0.8614,16352,0.5125,Ileum,Small intestine,Ileum,,Yes,
6784,SAMN12234783,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Yorkshire,European pigs,Unknown,Unknown,"44,200,477","41,040,449",0.9285,25534,0.8002,Ovary,Ovary,Ovary,,Yes,
6785,SAMN12234784,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Yorkshire,European pigs,Unknown,Unknown,"44,296,687","40,830,657",0.9218,28394,0.8899,Ovary,Ovary,Ovary,,Yes,
6786,SAMN12234785,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Yorkshire,European pigs,Unknown,Unknown,"43,581,819","40,243,157",0.9234,26456,0.8291,Ovary,Ovary,Ovary,,Yes,
6787,SAMN12234786,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Yorkshire,European pigs,Unknown,Unknown,"59,743,436","54,660,054",0.9149,26021,0.8155,Ovary,Ovary,Ovary,,Yes,
6788,SAMN12234787,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Yorkshire,European pigs,Unknown,Unknown,"40,976,878","38,264,976",0.9338,27282,0.855,Ovary,Ovary,Ovary,,Yes,
6789,SAMN12234788,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Yorkshire,European pigs,Unknown,Unknown,"37,056,740","34,798,105",0.939,24326,0.7624,Ovary,Ovary,Ovary,,Yes,
6790,SAMN12234789,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Yorkshire,European pigs,Unknown,Unknown,"38,812,747","35,649,567",0.9185,27734,0.8692,Ovary,Ovary,Ovary,,Yes,
6791,SAMN12234790,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Yorkshire,European pigs,Unknown,Unknown,"55,266,523","50,893,108",0.9209,25245,0.7912,Ovary,Ovary,Ovary,,Yes,
6792,SAMN12234791,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Yorkshire,European pigs,Unknown,Unknown,"38,915,329","35,409,141",0.9099,21389,0.6703,Ovary,Ovary,Ovary,,Yes,
6793,SAMN12234792,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Yorkshire,European pigs,Unknown,Unknown,"41,213,408","38,402,005",0.9318,20140,0.6312,Ovary,Ovary,Ovary,,Yes,
6794,SAMN12234793,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Yorkshire,European pigs,Unknown,Unknown,"39,291,401","36,417,262",0.9269,18605,0.5831,Ovary,Ovary,Ovary,,Yes,
6795,SAMN12234794,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Yorkshire,European pigs,Unknown,Unknown,"37,282,333","34,129,714",0.9154,19742,0.6187,Ovary,Ovary,Ovary,,Yes,
6796,SAMN12234795,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Landrace x Yorkshire,Cross,Unknown,Unknown,"39,079,987","36,642,610",0.9376,22351,0.7005,Ovary,Ovary,Ovary,,Yes,
6797,SAMN12234797,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Yorkshire,European pigs,Unknown,Unknown,"49,905,772","46,526,929",0.9323,24523,0.7686,Ovary,Ovary,Ovary,,Yes,
6798,SAMN12234798,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Yorkshire,European pigs,Unknown,Unknown,"44,166,536","40,498,025",0.9169,26707,0.837,Ovary,Ovary,Ovary,,Yes,
6799,SAMN12234799,PRJNA553341,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Large white,Yorkshire,European pigs,Unknown,Unknown,"37,603,031","34,827,576",0.9262,19870,0.6227,Ovary,Ovary,Ovary,,Yes,
6800,SAMN12241608,PRJNA553614,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,25 weeks,"26,855,987","25,216,964",0.939,15927,0.4992,Ovary,Ovary,Ovary,,Yes,
6801,SAMN12241609,PRJNA553614,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,25 weeks,"33,609,247","31,834,474",0.9472,16171,0.5068,Ovary,Ovary,Ovary,,Yes,
6802,SAMN12241610,PRJNA553614,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,25 weeks,"29,727,850","27,816,769",0.9357,16117,0.5051,Ovary,Ovary,Ovary,,Yes,
6803,SAMN12241611,PRJNA553614,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,25 weeks,"25,934,166","24,581,243",0.9478,17035,0.5339,Ovary,Ovary,Ovary,,Yes,
6804,SAMN12241612,PRJNA553614,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,25 weeks,"36,315,812","34,229,093",0.9425,18005,0.5643,Ovary,Ovary,Ovary,,Yes,
6805,SAMN12241613,PRJNA553614,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,25 weeks,"25,940,965","24,429,334",0.9417,16911,0.53,Ovary,Ovary,Ovary,,Yes,
6806,SAMN12241707,PRJNA553632,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,25 weeks,"26,855,987","25,216,964",0.939,15927,0.4992,Ovary,Ovary,Ovary,,No,
6807,SAMN12241708,PRJNA553632,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,25 weeks,"33,609,247","31,834,474",0.9472,16171,0.5068,Ovary,Ovary,Ovary,,No,
6808,SAMN12241709,PRJNA553632,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,25 weeks,"29,727,850","27,816,769",0.9357,16117,0.5051,Ovary,Ovary,Ovary,,No,
6809,SAMN12241710,PRJNA553632,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Duroc x (Landrace x Yorkshire),Cross,Female,25 weeks,"25,853,204","24,157,001",0.9344,16598,0.5202,Ovary,Ovary,Ovary,,Yes,
6810,SAMN12241711,PRJNA553632,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Duroc x (Landrace x Yorkshire),Cross,Female,25 weeks,"19,274,884","18,061,284",0.937,16230,0.5086,Ovary,Ovary,Ovary,,Yes,
6811,SAMN12241712,PRJNA553632,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Duroc x (Landrace x Yorkshire),Cross,Female,25 weeks,"21,028,262","19,658,320",0.9349,16375,0.5132,Ovary,Ovary,Ovary,,Yes,
6812,SAMN12251705,PRJNA553821,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x (Landrace x Yorkshire),Duroc x (Landrace x Yorkshire),Cross,Female,5 months,"20,128,964","18,957,487",0.9418,18251,0.572,Small intestine,Small intestine,Small intestine,,Yes,
6813,SAMN12251706,PRJNA553821,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x (Landrace x Yorkshire),Duroc x (Landrace x Yorkshire),Cross,Female,5 months,"19,466,405","18,278,412",0.939,18785,0.5887,Small intestine,Small intestine,Small intestine,,Yes,
6814,SAMN12251707,PRJNA553821,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x (Landrace x Yorkshire),Duroc x (Landrace x Yorkshire),Cross,Female,5 months,"19,429,322","18,049,661",0.929,18426,0.5775,Small intestine,Small intestine,Small intestine,,Yes,
6815,SAMN12251708,PRJNA553821,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x (Landrace x Yorkshire),Duroc x (Landrace x Yorkshire),Cross,Female,5 months,"19,342,063","18,442,241",0.9535,18850,0.5908,Small intestine,Small intestine,Small intestine,,Yes,
6816,SAMN12251709,PRJNA553821,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x (Landrace x Yorkshire),Duroc x (Landrace x Yorkshire),Cross,Female,5 months,"19,955,571","18,970,124",0.9506,18734,0.5871,Small intestine,Small intestine,Small intestine,,Yes,
6817,SAMN12251710,PRJNA553821,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x (Landrace x Yorkshire),Duroc x (Landrace x Yorkshire),Cross,Female,5 months,"19,789,876","18,697,431",0.9448,18008,0.5644,Small intestine,Small intestine,Small intestine,,Yes,
6818,SAMN12251711,PRJNA553821,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x (Landrace x Yorkshire),Duroc x (Landrace x Yorkshire),Cross,Female,5 months,"20,268,546","17,519,462",0.8644,19083,0.5981,Small intestine,Small intestine,Small intestine,,Yes,
6819,SAMN12251712,PRJNA553821,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x (Landrace x Yorkshire),Duroc x (Landrace x Yorkshire),Cross,Female,5 months,"19,973,781","18,823,836",0.9424,18936,0.5935,Small intestine,Small intestine,Small intestine,,Yes,
6820,SAMN12251713,PRJNA553821,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x (Landrace x Yorkshire),Duroc x (Landrace x Yorkshire),Cross,Female,5 months,"20,126,645","19,102,461",0.9491,18825,0.59,Small intestine,Small intestine,Small intestine,,Yes,
6821,SAMN12251714,PRJNA553821,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x (Landrace x Yorkshire),Duroc x (Landrace x Yorkshire),Cross,Female,5 months,"20,144,985","18,811,613",0.9338,18668,0.5851,Small intestine,Small intestine,Small intestine,,Yes,
6822,SAMN12251715,PRJNA553821,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x (Landrace x Yorkshire),Duroc x (Landrace x Yorkshire),Cross,Female,5 months,"20,045,399","19,088,038",0.9522,18410,0.577,Small intestine,Small intestine,Small intestine,,Yes,
6823,SAMN12251716,PRJNA553821,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Duroc x (Landrace x Yorkshire),Duroc x (Landrace x Yorkshire),Cross,Female,5 months,"20,169,879","19,279,667",0.9559,18709,0.5863,Small intestine,Small intestine,Small intestine,,Yes,
6824,SAMN12254108,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"37,379,071","30,930,941",0.8275,20350,0.6378,Colon explant,Large intestine,Colon,,Yes,
6825,SAMN12254109,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"32,448,519","25,218,661",0.7772,17996,0.564,Colon explant,Large intestine,Colon,,No,
6826,SAMN12254110,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"31,187,228","25,046,793",0.8031,18881,0.5917,Colon explant,Large intestine,Colon,,Yes,
6827,SAMN12254111,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"27,886,255","23,417,080",0.8397,18708,0.5863,Colon explant,Large intestine,Colon,,No,
6828,SAMN12254112,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"32,535,411","26,205,842",0.8055,19057,0.5972,Colon explant,Large intestine,Colon,,Yes,
6829,SAMN12254113,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"33,232,120","26,543,393",0.7987,18993,0.5952,Colon explant,Large intestine,Colon,,No,
6830,SAMN12254114,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"35,434,061","29,667,335",0.8373,18628,0.5838,Colon,Large intestine,Colon,,No,
6831,SAMN12254115,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"43,038,928","35,492,587",0.8247,21009,0.6584,Colon explant,Large intestine,Colon,,Yes,
6832,SAMN12254117,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"39,700,165","33,389,738",0.841,20040,0.6281,Colon explant,Large intestine,Colon,,Yes,
6833,SAMN12254118,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"44,526,006","36,226,147",0.8136,20411,0.6397,Colon explant,Large intestine,Colon,,No,
6834,SAMN12254119,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"38,122,185","31,973,580",0.8387,19540,0.6124,Colon explant,Large intestine,Colon,,Yes,
6835,SAMN12254120,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"39,707,187","31,975,287",0.8053,19709,0.6177,Colon explant,Large intestine,Colon,,No,
6836,SAMN12254121,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"37,075,634","30,598,915",0.8253,20337,0.6374,Colon explant,Large intestine,Colon,,Yes,
6837,SAMN12254122,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"49,455,256","41,544,723",0.84,19516,0.6116,Colon explant,Large intestine,Colon,,No,
6838,SAMN12254123,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"30,556,730","25,738,105",0.8423,19377,0.6073,Colon explant,Large intestine,Colon,,Yes,
6839,SAMN12254124,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"28,001,984","22,958,864",0.8199,17871,0.5601,Colon explant,Large intestine,Colon,,No,
6840,SAMN12254125,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"34,088,747","26,763,169",0.7851,19308,0.6051,Colon explant,Large intestine,Colon,,Yes,
6841,SAMN12254126,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"30,635,144","24,921,878",0.8135,18600,0.5829,Colon explant,Large intestine,Colon,,No,
6842,SAMN12254127,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"31,071,321","25,085,978",0.8074,19674,0.6166,Colon explant,Large intestine,Colon,,No,
6843,SAMN12254128,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"36,660,769","30,123,870",0.8217,19417,0.6085,Colon explant,Large intestine,Colon,,Yes,
6844,SAMN12254129,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"33,898,011","27,642,272",0.8155,19228,0.6026,Colon explant,Large intestine,Colon,,Yes,
6845,SAMN12254130,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"31,099,357","25,670,333",0.8254,18477,0.5791,Colon explant,Large intestine,Colon,,No,
6846,SAMN12254131,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"36,021,193","28,797,941",0.7995,20188,0.6327,Colon explant,Large intestine,Colon,,No,
6847,SAMN12254132,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"36,123,254","28,647,751",0.7931,20216,0.6336,Colon explant,Large intestine,Colon,,Yes,
6848,SAMN12254133,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"41,215,106","33,429,113",0.8111,20004,0.6269,Colon explant,Large intestine,Colon,,No,
6849,SAMN12254134,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"31,520,855","25,728,231",0.8162,20248,0.6346,Colon explant,Large intestine,Colon,,No,
6850,SAMN12254135,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"41,260,474","34,111,409",0.8267,20605,0.6458,Colon explant,Large intestine,Colon,,Yes,
6851,SAMN12254140,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"43,645,685","36,683,963",0.8405,19994,0.6266,Colon explant,Large intestine,Colon,,Yes,
6852,SAMN12254141,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"35,146,606","29,051,803",0.8266,19269,0.6039,Colon explant,Large intestine,Colon,,No,
6853,SAMN12254142,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"32,794,075","27,439,809",0.8367,19282,0.6043,Colon explant,Large intestine,Colon,,No,
6854,SAMN12254143,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"42,137,612","34,899,345",0.8282,19834,0.6216,Colon explant,Large intestine,Colon,,Yes,
6855,SAMN12254144,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"28,984,864","24,226,675",0.8358,18836,0.5903,Colon explant,Large intestine,Colon,,No,
6856,SAMN12254146,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"53,345,104","44,370,147",0.8318,20725,0.6495,Colon explant,Large intestine,Colon,,Yes,
6857,SAMN12254147,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"46,560,806","38,448,599",0.8258,20347,0.6377,Colon explant,Large intestine,Colon,,Yes,
6858,SAMN12254148,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"40,562,057","33,847,247",0.8345,19074,0.5978,Colon explant,Large intestine,Colon,,No,
6859,SAMN12254149,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"37,973,249","31,174,533",0.821,19121,0.5993,Colon explant,Large intestine,Colon,,Yes,
6860,SAMN12254150,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"46,329,229","38,059,333",0.8215,18947,0.5938,Colon explant,Large intestine,Colon,,No,
6861,SAMN12254151,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"37,953,625","31,260,156",0.8236,18750,0.5876,Colon explant,Large intestine,Colon,,No,
6862,SAMN12254152,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"30,310,180","25,339,685",0.836,19570,0.6133,Colon explant,Large intestine,Colon,,Yes,
6863,SAMN12254153,PRJNA554007,PAIRED,ILLUMINA,Illumina MiSeq,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"31,749,066","26,388,380",0.8312,18746,0.5875,Colon explant,Large intestine,Colon,,Yes,
6864,SAMN12256988,PRJNA554156,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,Unknown,"32,537,829","31,203,506",0.959,15106,0.4734,Bone marrow,Bone marrow,Bone marrow,,No,
6865,SAMN12256989,PRJNA554156,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,Unknown,"32,706,052","31,381,503",0.9595,15258,0.4782,Bone marrow,Bone marrow,Bone marrow,,No,
6866,SAMN12256990,PRJNA554156,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,Unknown,"34,690,589","32,817,325",0.946,16997,0.5327,Bone marrow,Bone marrow,Bone marrow,,No,
6867,SAMN12256991,PRJNA554156,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,Unknown,"32,308,867","31,067,349",0.9616,16556,0.5189,Bone marrow,Bone marrow,Bone marrow,,No,
6868,SAMN12256992,PRJNA554156,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,Unknown,"30,959,094","29,751,342",0.961,16343,0.5122,Bone marrow,Bone marrow,Bone marrow,,No,
6869,SAMN12256993,PRJNA554156,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,Unknown,"32,204,653","30,930,201",0.9604,16067,0.5035,Bone marrow,Bone marrow,Bone marrow,,No,
6870,SAMN12256994,PRJNA554156,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,Unknown,"32,190,884","30,857,670",0.9586,15974,0.5006,Bone marrow,Bone marrow,Bone marrow,,No,
6871,SAMN12256995,PRJNA554156,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,Unknown,"30,803,938","29,559,085",0.9596,16077,0.5039,Bone marrow,Bone marrow,Bone marrow,,No,
6872,SAMN12256996,PRJNA554156,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Female,Unknown,"35,117,811","33,403,519",0.9512,16420,0.5146,Bone marrow,Bone marrow,Bone marrow,,No,
6873,SAMN12288118,PRJNA554982,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Iberian,European pigs,Unknown,Unknown,"25,079,747","23,229,683",0.9262,16566,0.5192,IPEC-J2,IPEC,IPEC,,No,
6874,SAMN12288119,PRJNA554982,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Iberian,European pigs,Unknown,Unknown,"26,303,538","24,269,323",0.9227,16371,0.5131,IPEC-J2,IPEC,IPEC,,No,
6875,SAMN12288120,PRJNA554982,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Iberian,European pigs,Unknown,Unknown,"25,424,045","23,389,628",0.92,16442,0.5153,IPEC-J2,IPEC,IPEC,,No,
6876,SAMN12288121,PRJNA554982,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Iberian,European pigs,Unknown,Unknown,"24,926,232","22,775,069",0.9137,16558,0.5189,IPEC-J2,IPEC,IPEC,,No,
6877,SAMN12288122,PRJNA554982,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Iberian,European pigs,Unknown,Unknown,"23,388,983","21,373,736",0.9138,16391,0.5137,IPEC-J2,IPEC,IPEC,,No,
6878,SAMN12288123,PRJNA554982,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Iberian,European pigs,Unknown,Unknown,"24,185,891","22,190,789",0.9175,16205,0.5079,IPEC-J2,IPEC,IPEC,,No,
6879,SAMN12309013,PRJNA555259,PAIRED,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,0 day,"242,900,112","200,986,719",0.8274,24241,0.7597,Entorhinal cells,Other,Other,Outlier,No,
6880,SAMN12309014,PRJNA555259,PAIRED,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,0 day,"217,095,385","152,059,886",0.7004,17451,0.5469,Entorhinal cells,Other,Other,Outlier,No,
6881,SAMN12309015,PRJNA555259,PAIRED,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,0 day,"247,890,500","207,248,572",0.836,21774,0.6824,Entorhinal cells,Other,Other,Outlier,No,
6882,SAMN12309046,PRJNA555259,PAIRED,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,0 day,"246,198,154","181,301,113",0.7364,16347,0.5123,Entorhinal cells,Other,Other,Outlier,No,
