Sample_ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,UMAP1,UMAP2,BioProject,Stage,Sex,Breed,Platform,Model,tissue
SAMN07626942,-32.635335482986285,28.36242441113435,20.268647268811456,-27.570827549578148,-6.697956784852092,-5.411853573955902,-8.45130027771488,1.8328647023791051,-8.054208964193561,-4.208291427733364,15.28386,11.462787,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626943,-43.31270763853171,26.693993330785702,22.40798140961445,-26.977996046418365,-9.354931590230223,-9.197377629314545,-9.459679100172647,4.539945519820143,-8.249557300553764,1.9779625934149176,15.514768,11.636287,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626944,48.226190391668375,78.55093836656341,-26.74200555468843,5.111743998874063,15.673425898154262,-7.886013738337511,6.567810676774118,-7.124187082550483,-2.56171708531819,7.17061894245852,10.454115,9.532835,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2000,Muscle
SAMN07626945,-0.4619366767948146,54.22660708862033,12.65875863287404,-28.158102474240682,4.758703221476631,-11.70200444219372,-5.984821716715332,7.027628702089594,0.8196216339832593,-2.46623058793999,13.744522,10.900583,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626946,-23.03184226350515,37.117666312951975,20.170203626887833,-28.065184535015156,-1.850367785910324,-3.2429696927617058,-11.785306967216368,2.9009680793762316,-8.729986132076393,-2.012257575383292,15.0896635,11.210217,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626947,2.8663617187728216,56.64216290416656,6.543670535202886,-14.059619195271443,4.49421250551533,-5.933174804635333,-10.491236698546958,-5.968874556505814,-10.638522361808212,3.4055559198966265,14.216513,10.623642,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626948,42.59112489159475,68.9884882930298,-27.882953220844232,10.230617520087346,14.740945146264682,0.28093791551806346,0.5022584335706016,-14.386673486775292,-7.984859317571052,4.033542520924045,10.349424,9.483824,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2000,Muscle
SAMN07626949,-73.07211790265738,10.050302791888992,26.387140069604666,-26.670085814893614,-19.400057729743324,-6.764282267891436,-4.71223265195629,2.109372579145419,-11.07285824256491,-4.82702013494511,16.16365,12.153358,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626950,-54.43488185009777,24.295404620086487,23.121383604608802,-31.741789034403652,-12.358902382029129,-12.482659867152403,-3.4738505718953574,8.495214738105247,-2.1517777179876467,-4.26321149252408,15.730579,12.016928,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626951,-17.733122769383858,33.37488048058313,11.185118288801753,-25.837669646659094,-6.012008690554278,-18.90720432197568,-0.9250457687845086,6.3281482246828755,13.660408992704888,-3.5188225609396424,14.456496,11.943929,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626952,41.094565853676315,72.62973912902925,-25.006069015657328,-2.123940229917731,15.185909825412018,-10.97421188390859,8.244769697503745,0.33280442398757165,8.285677388878858,3.204789958321311,10.5436325,9.581664,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2000,Muscle
SAMN07626953,0.9316748445120915,56.88845741774693,7.299389244510754,-19.47061678051729,2.4521590525965067,-8.098367426250558,-4.217251511364822,1.6265350803759524,-2.6828111351831314,1.989197229164863,13.764424,10.734509,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626954,25.238991124207953,65.65569355430932,1.8415320293960253,-16.92506378710546,6.398159442504208,-10.447606283995547,-4.422444630796266,-8.288269152764698,0.061536595593421534,3.2576523828376573,13.509559,10.641541,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626955,68.8458164368083,88.9387505000871,-5.163336544708046,-15.706515346148255,25.248659260970857,-20.93413506944832,-8.997570368980316,-1.591267359608046,16.382530354565006,13.556708947804918,10.652265,9.492905,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626956,50.09174713938982,82.43857240972248,-27.0320699736667,4.895385981413925,19.52777238071896,-7.721579399028099,4.1606867260214635,-5.293289423518513,-0.5832016901471156,7.59972030989729,10.553074,9.648225,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2000,Muscle
SAMN07626957,-41.7228774714388,25.728222280701956,18.062520203042887,-31.868000267994535,-10.497496615024453,-8.837321102243134,-2.2360672453038943,7.180455511644831,0.23196342943935458,-3.780515292822706,15.607579,11.86295,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626958,-3.5192009741069668,48.36948365804084,8.907690121046873,-25.553694248883456,-1.3590330824024726,-14.436320807921275,-4.26592267841181,2.770687791264797,3.2874760904901135,-1.0092808397525452,13.713948,10.948138,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626959,42.908192089242235,76.2648066460637,-25.96233022298017,7.085976027162859,14.069123398401564,-4.860233232061733,2.5180202002330287,-9.63678047166298,-3.9812179577051454,8.76410799216393,10.362975,9.653654,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2000,Muscle
SAMN07626960,-51.360774439543995,21.136107187017586,23.725359362957853,-31.782807660286547,-14.112370105911456,-8.686086951323698,-0.9948371666879452,6.919995050143909,-3.260267561049495,-2.858889348242484,15.886473,12.0578985,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626961,-78.20345260443968,1.3122508007318565,31.064563066654653,-37.72336103796311,-21.903114437616768,-12.911794898697936,-7.712018437018599,10.368766200752328,-3.6940400408710015,-3.029186714346428,16.288742,12.258894,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626962,25.217965533364715,59.23890883595119,-4.1867974128515995,-16.813419328483292,8.20495647354617,-19.693089557043155,0.04024878134751919,3.6213085925636816,16.389274915798076,1.7896730590219354,13.512987,10.693603,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626963,33.530254318765145,68.726508527729,-24.419868250618638,-3.5372162326033334,12.425233684049791,-10.054604091025,7.564389452653719,-1.977891112741206,5.37774859810612,2.1363581775898584,10.584473,9.653355,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2000,Muscle
SAMN07626964,-61.81723157193402,11.444221382945782,22.380284565677318,-26.48296699122988,-18.147430095595418,-7.446010678490198,-3.5116499502576777,6.263441758300141,-5.236879165286051,-4.0039899693597505,16.178713,12.128111,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626965,-55.25270905156222,13.925163214232253,21.960237905473647,-28.898224170677775,-15.276645332051563,-5.300302065331225,-3.8168485115903397,2.5007570437405775,-7.09279359625095,-4.673265958379355,16.04305,12.114893,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626966,-26.492248904843215,40.45264904970011,21.49772667364421,-30.16020596175508,-3.712702288587507,-8.627165859170551,-9.173309026852847,-1.5076911258876449,-9.717115592412652,3.7910273841643867,15.019322,11.226742,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626967,-30.210403259734758,31.23222276568212,10.256104861676787,-22.879359656730742,-7.1732997129004366,-1.8517039340914965,-2.2004990317090485,3.449928200177965,-10.512407569195476,-5.548739161851564,15.316048,11.406987,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626968,-28.45750214341212,34.96931224095895,7.118756609389273,-23.013811665954545,-5.323631707636059,-8.307390789264854,-0.415135419107041,8.357292943801458,0.4425651741510142,-4.899707145472932,14.884753,11.460452,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626969,-7.0044349798978125,16.47266421768605,3.146461298451753,-24.21591921934713,-6.158926303405456,-7.1950992800657145,-4.981072808283557,-13.99521101712621,5.976454619943361,-10.095416856368466,14.934155,11.202416,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626970,-52.495809374535405,8.24025636100887,24.200089730364258,-27.660042919503027,-12.44498102432013,-3.1148216648088214,-12.154163364458023,-3.1473317902574327,-6.956677028465789,-1.6237939130071668,15.918279,11.902829,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626971,51.24614408652041,72.52304636109425,-6.39077518537235,-16.001071405212652,16.925131870166712,-6.819831788584256,-9.221378838119994,-10.014451532696048,-2.0642490491328696,-0.33066590192914597,10.739376,9.54282,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626972,-39.63940908928116,21.99589579358731,12.9079438132359,-24.15341467696594,-9.751199864872879,-2.773431267911689,-4.602296603303993,6.121233652846199,-11.079694400478619,-4.702479751602454,15.574287,11.472969,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626973,-98.66008896217168,-20.289721738289195,28.40025177887692,-33.37291873246961,-28.69649701347256,-8.151808976489669,0.453070556877271,13.029852532864286,-8.147023120994328,-6.723688295093506,18.075539,12.223636,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626974,-42.07798996791403,26.101823065727306,12.12061621787332,-20.98358512302259,-10.847508750261499,-7.7883435768552225,-0.7848940796002966,3.1871384194046857,-2.4561525282674683,-2.013544638543742,15.489316,11.678392,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626975,-26.421391706403895,36.274320282144714,7.434010284380179,-24.733511928051268,-6.248200541202515,-8.093715428738685,0.44857826003466267,10.301022668464697,-5.406274452684508,-3.138582126996559,14.897498,11.583482,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626977,-35.19041865445392,23.89934130075532,12.147972104087005,-26.37967982979189,-10.305642958774282,-9.469879994710883,-3.526316942475527,5.569811589442866,-5.8881791049904395,-2.641532042448382,15.401667,11.6109915,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626978,-33.37322913610539,31.751435642614354,9.6827989535917,-20.950033045966947,-5.6410258514533735,-8.789752011852965,-3.247361336300525,10.62059963286479,-3.7128393558701562,2.1251764535048343,15.343845,11.707379,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626979,-34.92563737544831,29.9873988334587,9.91046691122434,-24.209717766596604,-8.310998325019591,-4.248482773863059,-1.0350134140994167,7.091239162763501,-12.312676272530192,-3.7812747601761094,15.399166,11.362998,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626980,-42.34460731302412,10.243414969973207,18.517359022218535,-23.29092996897389,32.25374462693686,-12.165713932887812,11.308330649019426,1.8767575296654961,-8.676909093509897,-3.8331101169095785,4.7280755,6.40474,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626981,-14.693358602522776,43.11815105948191,0.3962580379676118,-20.05977608229821,-2.4193162409986564,-7.243099118469043,3.362446677256795,4.716857632169028,-7.295753968451044,2.6708023964326233,14.545488,10.822784,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626982,-12.963870378139761,48.32421697952099,7.577987069636821,-25.520805616532346,-0.31703346140446087,-13.847358038853125,0.18885752232820693,9.162161263619598,2.463813585830719,5.531743996608084,14.22896,10.935366,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626983,-31.00563667759436,31.630548343086286,8.619040796567386,-29.550173818447444,-10.704860003610833,-12.25509041067379,4.634821424574623,9.027437215263479,-3.7907743600119663,-4.886711960170576,14.891553,11.942083,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626984,-2.254296737062935,59.28544211818247,5.392800965487421,-28.56681334089199,1.8373788403251037,-15.885542160565835,2.2628117914282257,7.187550010680397,1.3151830617644895,0.6084600036539956,13.7519655,10.857982,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626985,39.04375324516576,75.90161880902932,-6.584709171524017,-15.347758136954706,12.852123364428644,-15.99642869323594,-2.313777169444436,-1.4143551438340218,0.590554267557267,9.307143183533979,10.936417,9.678416,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626986,-31.995631004193182,31.91173303196344,13.419324504537727,-28.183791556274542,-7.7703212138632045,-11.698978191414463,-2.664685531201011,9.51550836203645,-7.2585734498886945,2.6900613722986386,15.244629,11.59079,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626987,-31.168350135861303,33.005416712252796,12.376147906511315,-30.162454454135492,-8.961404262650879,-11.731378300604987,1.742174293350811,9.109809510791303,-1.3529083153400738,-3.1201217585212797,14.952063,11.705104,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626988,-20.211505297315245,35.68751250623733,4.196024405859668,-27.925403217752663,-7.14978534110317,-13.375911606060441,6.13718300036489,9.594500465495985,3.4863115108107126,-5.3098733792169055,14.360319,11.799608,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626989,-28.074345097386328,30.82537696334526,10.24687755447849,-30.874485441453228,-8.59306688318742,-13.144057906149555,1.9388359373442217,6.912141035408741,0.12454478625252066,-1.0163106441336764,15.066605,11.8470335,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626990,-34.29997216354126,31.44442740682971,10.942878013536397,-27.43388364887465,-9.117460907053712,-11.432883487598312,1.0266150851650984,5.96625119055896,-6.961555126021937,1.3072182132107613,15.304286,11.670432,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626991,-4.556894862821114,42.169165419542914,8.074989239095794,-31.216288108626692,-2.8029462316142113,-12.173093100599964,2.0084395792042744,3.978503905805491,3.5475882112808037,-3.623997110117263,13.923351,11.194394,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626992,-5.2362032542719,52.051253548435675,4.690595704713393,-24.557139770502825,-0.6127139039284023,-11.91137370513763,4.503620598797227,7.470557793165374,2.774611486617874,-1.814865536443332,13.773388,10.8677845,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626993,-42.57758444114606,23.92983910156254,13.120181506384938,-22.933232625895,-10.3103186955694,-5.226401109169409,-3.888766155492042,3.556481265067561,-10.854102833115528,0.7350585708338229,15.525528,11.57441,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626994,-36.463180112482654,30.113128220858517,14.292948947883104,-28.675899897902678,-10.691920549682102,-12.026389328590284,-1.1095273200783002,7.025766404252443,-6.568338613441978,0.8326533832809703,15.287672,11.752159,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626995,3.894239208868016,55.51978926743016,5.924207823786813,-24.800578350607143,4.210425636200333,-9.607834861932648,0.7761660889880414,6.400899097685728,-2.790549914864887,0.9653720763965619,13.725428,10.824753,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626996,-25.200243684387864,41.467069174035736,14.250435620457012,-29.320877280719863,-4.155534272780788,-8.401782201648121,0.17134161061204034,6.9658142221295325,-5.205607678319371,-0.3914682144930149,14.625736,11.544447,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626997,-46.43111364637952,26.806864937141,15.239644516849358,-33.889723339298804,-11.050570884393899,-14.040246080779553,2.2490296277584196,12.338209180915126,-1.3936193110118955,-1.2217183205428874,15.251095,12.06474,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626998,-15.506447621186142,50.714275204258044,11.684542851947203,-25.05479387419899,0.23439302957231675,-10.061208646609016,-3.601806240920808,3.2280023706403553,-12.108787457661801,5.727941698292441,14.464953,10.790382,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07626999,-4.650931659380792,54.79970432991634,7.0413453692701715,-27.45807201533246,1.0525753599672387,-10.347900021068158,2.1576349281525777,4.948570016165125,1.9393895587890015,-0.891343374910652,13.849901,10.879553,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627000,1.0823913578583708,52.1103370402077,8.309051417629892,-30.659802126564635,1.907348118173881,-13.794117031691744,3.408609904468642,10.396959758030642,6.321083379919712,0.7761595901595054,13.787546,11.007811,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627001,-20.848707868475554,42.16757956327375,13.292897844387793,-28.646632030902133,-2.8086214232643156,-9.396877049986319,-4.797901665894984,-0.8627700584357586,-8.518814897845864,3.4724515015249238,14.745121,11.030318,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627002,-4.398987469014763,54.96410820322088,8.127767751036231,-23.586252036863634,2.4513619950589347,-9.637918139285398,-3.0023494473272656,1.0405377413223988,-7.006296036312259,4.19405488325026,14.133831,10.712273,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627003,-29.74031460883345,36.75281013672462,8.175110812935644,-28.879595348578825,-6.52531431128639,-11.929416002036932,5.770094759320685,14.750724755368006,1.501337717113544,-3.3419706795297675,14.617024,11.829603,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627004,25.123127701843817,60.64056967276241,-8.247728016634428,-21.124195901809813,7.619527595551713,-19.256803418598654,5.8238600234656985,10.362340864282798,18.016004598207573,-1.405222302433227,13.543692,10.78919,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627005,-6.551711634069861,46.94370717495892,8.633562082960786,-22.57849739238531,0.6108990125948229,-11.216523461380628,0.6712825292611886,2.3980710377458134,3.622348172256122,2.9241827705281946,14.218047,10.892193,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627006,1.5357462463537148,52.08257584679458,1.6304611367411033,-26.07399153858336,2.0741123401105166,-13.24283275251077,4.501336539031366,7.653966371824147,-0.1698136164962415,3.828228471702068,13.892589,10.776707,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627007,-24.78149624257144,35.50027506769328,14.577719760295336,-33.25236832782755,-8.157061863006776,-11.64891795757352,3.4995325614665074,4.746303507503983,-0.15625753971046252,-0.046314196299919216,14.435354,11.824588,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627008,-40.14725952172325,28.333465451657986,12.62398805021868,-30.4183815717894,-8.954252401468441,-17.916654245794927,6.460270584699045,14.500831094699004,9.588957969965007,-3.63482676004365,14.654217,12.060078,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627009,-19.73890911658036,41.85471275320528,12.674987993833609,-30.314778666613332,-4.202840674375683,-11.674309726805244,0.7397983156627894,3.142974678595436,-5.215340248998672,3.8034953485128784,14.597081,11.228626,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627010,-18.113808512885434,35.6887982064947,8.23036502150756,-29.758179064575934,-3.7012447979269356,-13.044141939587627,1.2718382833497266,5.317048198871524,2.1502896167462904,2.7322799304861105,14.592644,11.352493,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627011,-14.171579968235207,43.84688993559727,6.018083632889526,-26.6052845041183,-2.5172401412317846,-12.33493948180832,2.0990244000375866,9.448371871125783,2.5280956676087674,-3.7516197199368406,14.021188,11.338421,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627012,-35.71261439679611,38.63448740819736,21.20691268699465,-38.229060204369844,-7.441186698503299,-12.842359091746587,3.585699270594607,9.809262489281398,0.8189755647425774,-2.7757520740584916,14.533503,11.910791,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627013,-26.463316433729055,38.563052016379906,9.497991555239171,-28.17658564640222,-6.444879465969265,-13.470487369750145,3.7125390316940194,8.906903918474192,1.7530507004628777,1.6235685520661203,14.604805,11.877576,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627014,-27.775783703505347,37.9359509938302,5.740605788788551,-25.377202930371215,-8.697734965464674,-12.79610631500691,8.203446027193234,8.723293873938966,-0.3526718132050436,-0.11254031777129998,14.689521,11.875109,PRJNA403969,Post-pubertal,Female,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
SAMN07627015,-17.599550238846966,42.56791830823748,18.576903610756656,-35.150951020043394,-4.570574478182628,-12.858043445390168,-1.0097661418138493,4.649585717933172,-1.610337030691606,-0.944410613233701,14.227037,11.506177,PRJNA403969,Post-pubertal,Male,Duroc x Pietrain,ILLUMINA,Illumina HiSeq 2500,Muscle
